,Drug_ID,SMILES,LD50_Zhu
258,"(1,1'-Biphenyl)-4-acetic acid, 2-fluoro-alpha-methyl-, (+-)-",CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,3.443
259,"Benzeneacetic acid, alpha-methyl-4-(2-thienylcarbonyl)-",CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,3.567
260,"Benzeneacetic acid, 4-imidazo(1,2-a)pyridin-2-yl-alpha-methyl-",CC(C(=O)O)c1ccc(-c2cn3ccccc3n2)cc1,2.96
261,"Benzeneacetic acid, 4-(1,3-dihydro-1-oxo-2H-isoindol-2-yl)-alpha-methyl-",CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,3.525
262,"2-Thiopheneacetic acid, 5-benzoyl-alpha-methyl-",CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,3.158
263,"9H-Carbazole-2-acetic acid, 6-chloro-alpha-methyl-, (+-)-",CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,3.568
264,"5-Benzoxazoleacetic acid, 2-(4-chlorophenyl)-alpha-methyl, (+-)-",CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,3.408
265,"Butanedinitrile, tetramethyl- (9CI)",CC(C)(C#N)C(C)(C)C#N,3.544
266,"1-Propanone, 2-methyl-1,2-di-3-pyridinyl-",CC(C)(C(=O)c1cccnc1)c1cccnc1,2.638
267,"2-Butanone, 1-(4-chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)- (9CI)",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,2.459
268,"Propanoic acid, 2,2-dimethyl-",CC(C)(C)C(=O)O,2.055
269,"Ethanol, 2-(4-chlorophenoxy)-1-tert-butyl-2-(1H-1,2,4-triazole-1-yl)-",CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,2.633
270,"Phenol, 2,6-bis(1,1-dimethylethyl)-4-nitro- (9CI)",CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,3.002
271,"Phenol, 2-(1,1-dimethylethyl)-4,6-dinitro- (9CI)",CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.588
272,"1,2-Benzenediol, 4-(1,1-dimethylethyl)-",CC(C)(C)c1ccc(O)c(O)c1,1.77
273,"Benzoic acid, 4-(1,1-dimethylethyl)-",CC(C)(C)c1ccc(C(=O)O)cc1,2.406
274,"1-Piperidinebutanol, alpha-(4-(1,1-dimethylethyl)phenyl)-4-(hydroxydiphenylmethyl)-",CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1.975
275,"Phenol, 4-(1,1-dimethylethyl)-",CC(C)(C)c1ccc(O)cc1,1.707
276,"2-Furoic acid, 5-tert-butyl-, 2,2,2-trichloroethyl ester",CC(C)(C)c1ccc(C(=O)OCC(Cl)(Cl)Cl)o1,1.874
277,"Sulfurous acid, 2-(4-(1,1-dimethylethyl)phenoxy)cyclohexyl 2-propynyl ester",C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,2.374
278,"Benzoic acid, 4-(3-(4-(1,1-dimethylethyl)phenoxy)-2-hydroxypropoxy)-",CC(C)(C)c1ccc(OCC(O)COc2ccc(C(=O)O)cc2)cc1,2.157
279,"Benzenesulfonamide, N-(5-tert-butyl-1,3,4-thiadiazol-2-yl)-",CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,2.774
280,"Cyclohexanone, 4-(1,1-dimethylethyl)-",CC(C)(C)C1CCC(=O)CC1,1.489
281,Diisobutylene oxide,CC(C)(C)CC1(C)CO1,1.416
282,"2-Propanamine, 2-methyl-",CC(C)(C)N,2.972
283,"1,3-Benzenedimethanol, alpha(sup 1)-(((1,1-dimethylethyl)amino)methyl)-4-hydroxy-",CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,2.559
284,"2-Propanol, 1-(2-cyclopentylphenoxy)-3-((1,1-dimethylethyl)amino)-, (S)-",CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,2.362
285,"2,3-Naphthalenediol, 5-(3-((1,1-dimethylethyl)amino)-2-hydroxypropoxy)-1,2,3,4-tetrahydro-, cis-",CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,1.766
286,"2-Propanol, 2-methyl-",CC(C)(C)O,1.3259999999999998
287,"Benzenecarboperoxoic acid, 1,1-dimethylethyl ester",CC(C)(C)OOC(=O)c1ccccc1,2.283
288,"2-Propanethiol, 2-methyl-",CC(C)(C)S,1.28
289,"Phenol, 4,4'-(1-methylethylidene)bis-",CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1.847
290,"Oxirane, 2,2'-((1-methylethylidene)bis(4,1-phenyleneoxymethylene))bis-",CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,1.491
291,"Butyronitrile, 2,4-dihydroxy-3,3-dimethyl-",CC(C)(CO)C(O)C#N,2.62
292,"2-Propenoic acid, 2,2-dimethyl-1,3-propanediyl ester",C=CC(=O)OCC(C)(C)COC(=O)C=C,1.499
293,"1,3-Propanediol, 2,2-dimethyl-, dicarbamate",CC(C)(COC(N)=O)COC(N)=O,1.88
294,"Cyclohexanemethanamine, 4-amino-alpha,alpha,4-trimethyl-",CC1(N)CCC(C(C)(C)N)CC1,2.384
295,"Benzeneethanamine, 4-chloro-alpha,alpha-dimethyl-",CC(C)(N)Cc1ccc(Cl)cc1,2.866
296,"Benzamide, 3,5-dichloro-N-(1,1-dimethyl-2-propynyl)-",C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,1.659
297,"3-Butyn-2-ol, 2-methyl-",C#CC(C)(C)O,1.635
298,"4-Penten-2-yn-1-ol, 1,1-dimethyl- (7CI)",C=CC#CC(C)(C)O,2.264
299,"Benzenemethanol, alpha,alpha-dimethyl-",CC(C)(O)c1ccccc1,2.02
300,"2,4-Pentanediol, 2-(p-chlorophenyl)-4-methyl-",CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,2.302
301,"Phenethyl alcohol, alpha,alpha-dimethyl-",CC(C)(O)Cc1ccccc1,2.07
302,"7-Octen-2-ol, 2-methyl-6-methylene-",C=CC(=C)CCCC(C)(C)O,1.464
303,"Propanoic acid, 2-methyl-2-(4-(1,2,3,4-tetrahydro-1-naphthalenyl)phenoxy)-",CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,2.5380000000000003
304,"Propanoic acid, 2-(4-(2-((4-chlorobenzoyl)amino)ethyl)phenoxy)-2-methyl-",CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,1.946
305,"Propanoic acid, 2-(4-chlorophenoxy)-2-methyl-",CC(C)(Oc1ccc(Cl)cc1)C(=O)O,2.379
306,"Hydroperoxide, alpha,alpha-dimethylbenzyl-",CC(C)(OO)c1ccccc1,2.6
307,"Peroxide, bis(alpha,alpha-dimethylbenzyl)",CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,1.819
308,"Valine, 3-mercapto-, D-",CC(C)(S)C(N)C(=O)O,1.384
309,"1(2H)-Phthalazinone, (1,3-dimethyl-2-butenylidene)hydrazone",CC(C)=CC(C)=NNc1nncc2ccccc12,2.588
310,"3-Penten-2-one, 4-methyl-",CC(=O)C=C(C)C,1.943
311,"2-Butenoic acid, 3-methyl-",CC(C)=CC(=O)O,1.449
312,"Succinic anhydride, tri(isobutenyl)-",CC(C)=CC1C(=O)OC(=O)C1(C=C(C)C)C=C(C)C,2.446
313,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methylpropenyl)-, ester with 2-allyl-4-hydroxy-3-methyl-2-cyclopenten-1-one (VAN) (8CI)",C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,2.546
314,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, 2-methyl-4-oxo-3-(2,4-pentadienyl)-2-cyclopenten-1-yl ester, (1theta-(1alpha(S(Z)),3beta))-",C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,3.1010000000000004
315,"4-Morpholinebutanamide, alpha-(3-methyl-2-butenyl)-alpha-1-naphthalenyl- (9CI)",CC(C)=CCC(CCN1CCOCC1)(C(N)=O)c1cccc2ccccc12,3.3160000000000003
316,"3,5-Pyrazolidinedione, 1,2-diphenyl-4-(3-methyl-2-butenyl)-",CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.378
317,"(1)-3,7-Dimethyl-1,6-octadien-3-ol",C=CC(C)(O)CCC=C(C)C,1.743
318,"3,7-Dimethyl-trans-2,6-octadienal",CC(C)=CCCC(C)=CC=O,1.487
319,"2,6,10-Dodecatrien-1-ol, 3,7,11-trimethyl-",CC(C)=CCCC(C)=CCCC(C)=CCO,1.569
320,"2,6-Octadien-1-ol, 3,7-dimethyl-, (2Z)-",CC(C)=CCCC(C)=CCO,1.535
321,"1-Naphthaleneacetamide, alpha-(2-bis(3-methyl-2-butenyl)amino)ethyl-",CC(C)=CCN(CC=C(C)C)CCC(C(N)=O)c1cccc2ccccc12,3.014
322,"2-Buten-1-ol, 3-methyl-",CC(C)=CCO,2.027
323,"Benzoic acid, 2-hydroxy-, 3-methyl-2-butenyl ester",CC(C)=CCOC(=O)c1ccccc1O,1.809
324,"2-Buten-1-ol, 3-methyl-, benzoate",CC(C)=CCOC(=O)c1ccccc1,1.607
325,2-Propanone,CC(C)=O,1.001
326,"Propanenitrile, 2-methyl-",CC(C)C#N,3.141
327,"Carbamic acid, methyl(2-methyl-1-oxopropyl)-, 3-(1-methylethyl)phenyl ester (9CI)",CC(C)C(=O)N(C)C(=O)Oc1cccc(C(C)C)c1,2.62
328,"Propanoic acid, 2-methyl-, 4-methylphenyl ester",Cc1ccc(OC(=O)C(C)C)cc1,1.649
329,"Propanoic acid, 2-methyl-, phenylmethyl ester",CC(C)C(=O)OCc1ccccc1,1.796
330,"Butanamide, N-(aminocarbonyl)-2-bromo-3-methyl-",CC(C)C(Br)C(=O)NC(N)=O,2.3480000000000003
331,"Isovaleric acid, 2-bromo-, 2,2,2-tribromoethyl ester",CC(C)C(Br)C(=O)OCC(Br)(Br)Br,1.95
332,"Isovaleric acid, 2-bromo-, 2,2,2-trichloroethyl ester",CC(C)C(Br)C(=O)OCC(Cl)(Cl)Cl,2.319
333,"Butanoic acid, 2-bromo-3-methyl-",CC(C)C(Br)C(=O)O,2.372
334,"Benzeneacetic acid, 4-chloro-alpha-(1-methylethyl)-, cyano(3-phenoxyphenyl)methyl ester",CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,3.777
335,"Benzeneacetic acid, 4-(difluoromethoxy)-alpha-(1-methylethyl)-, cyano(3-phenoxyphenyl)methyl ester",CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,3.829
336,"2-Butanone, 3-methyl-",CC(=O)C(C)C,2.765
337,"Cycloheanol, 4-methylene-3-(2-(tetrahydro-7a-methyl-1-(1,4,5-trimethyl-2-hexenyl)-4(3aH)-indanylidene)ethylidene)-",C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,3.85
338,"Propanoic acid, 2-methyl-",CC(C)C(=O)O,2.498
339,"3-Quinolinecarboxylic acid, 2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-",CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,1.794
340,"3-Cyclohexen-1-ol, 4-methyl-1-(1-methylethyl)-",CC1=CCC(O)(C(C)C)CC1,2.074
341,"o-1,4-Menthadiene",CC1=C(C(C)C)CC=CC1,1.504
342,"Isothiazolo(3,4-d)pyrimidine-4-one, 6-tert-butyl-3-isopropyl-",CC(C)c1s[nH]c2nc(C(C)(C)C)nc(=O)c1-2,1.392
343,"Phenol, 2-methyl-5-(1-methylethyl)-",Cc1ccc(C(C)C)cc1O,2.268
344,"Carbamic acid, methylnitroso-, m-cumenyl ester",CC(C)c1cccc(OC(=O)N(C)N=O)c1,2.745
345,"Phenol, 4-(2-(dimethylamino)ethoxy)-2-methyl-5-(1-methylethyl)-, acetate (ester)",CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,2.522
346,"Benzene, 1-methyl-4-(1-methylethyl)-",Cc1ccc(C(C)C)cc1,1.4509999999999998
347,"Phenol, 5-methyl-2-(1-methylethyl)-",Cc1ccc(C(C)C)c(O)c1,2.185
348,"Benzonitrile, 4-(1-methylethyl)-",CC(C)c1ccc(C#N)cc1,1.571
349,"Benzaldehyde, 4-(1-methylethyl)-",CC(C)c1ccc(C=O)cc1,2.028
350,"Benzeneacetaldehyde, 4-(1-methylethyl)-",CC(C)c1ccc(CC=O)cc1,1.597
351,"Benzeneethanol, 4-(1-methylethyl)-",CC(C)c1ccc(CCO)cc1,1.96
352,"Benzenemethanol, 4-(1-methylethyl)-",CC(C)c1ccc(CO)cc1,2.168
353,"Urea, 1,1-dimethyl-3-(p-isopropylphenyl)-",CC(C)c1ccc(NC(=O)N(C)C)cc1,2.053
354,"Benzenamine, 2,6-bis(1-methylethyl)-",CC(C)c1cccc(C(C)C)c1N,1.743
355,"Carbamic acid, N,N-dimethyl-, m-isopropylphenyl ester",CC(C)c1cccc(OC(=O)N(C)C)c1,3.112
356,"Benzene, (1-methylethyl)-",CC(C)c1ccccc1,1.934
357,"Benzenamine, 2-(1-methylethyl)-",CC(C)c1ccccc1N,2.059
358,"1,4-Cyclohexadiene, 1-methyl-4-(1-methylethyl)-",CC1=CCC(C(C)C)=CC1,1.5719999999999998
359,"Ethanone, 1-(2,3-dihydro-1,1,2,6-tetramethyl-3-(1-methylethyl)-1H-inden-5-yl)-, trans-",CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2C(C)C,2.066
360,"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)-",CC1=CC(=O)C(C(C)C)CC1,1.793
361,"Cyclohexanone, 5-methyl-2-(1-methylethyl)-, (2R,5S)-rel-",CC1CCC(C(C)C)C(=O)C1,2.489
362,"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, (1alpha,2beta,5alpha)-",CC1CCC(C(C)C)C(O)C1,1.6909999999999998
363,"Cyclohexanol, 4-(1-methylethyl)-",CC(C)C1CCC(O)CC1,1.714
364,"4-Heptanone, 2,6-dimethyl-",CC(C)CC(=O)CC(C)C,1.393
365,"Trichothec-9-ene-3,4,8,15-tetrol, 12,13-epoxy-, 4,15-diacetate 8-(3-methylbutanoate), (3alpha,4beta,8alpha)- (9CI)",CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.238
366,"Butanoic acid, 3-methyl-, 2-propenyl ester",C=CCOC(=O)CC(C)C,2.7910000000000004
367,"2-Pentanone, 4-methyl-",CC(=O)CC(C)C,1.683
368,"Ethanol, 2-((1-isobutyl-3,5-dimethylhexyl)oxy)-",CC(C)CC(C)CC(CC(C)C)OCCO,1.633
369,"4-Nonanol, 2,6,8-trimethyl-",CC(C)CC(C)CC(O)CC(C)C,1.04
370,"Ether, 2,6,8-trimethylnonyl vinyl",C=COCC(C)CCCC(C)CC(C)C,2.241
371,"2-Pentanol, 4-methyl-",CC(C)CC(C)O,1.596
372,"2-Butenedioic acid (2Z)-, bis(1,3-dimethylbutyl) ester",CC(C)CC(C)OC(=O)C=CC(=O)OC(C)CC(C)C,1.588
373,"2-Pentanol, 4-methyl-, acetate",CC(=O)OC(C)CC(C)C,1.369
374,"Ethanol, 2-(2-(1-isobutyl-3-methylbutoxy)ethoxy)-",CC(C)CC(CC(C)C)OCCOCCO,1.4280000000000002
375,"Valeramide, 2-(2-acetamido-4-methylvaleramido)-N-(1-formyl-4-guanidinobutyl)-4-methyl-",CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCNC(=N)N,2.773
376,"Butanoic acid, 3-methyl-",CC(C)CC(=O)O,1.7080000000000002
377,"4-Heptanol, 2,6-dimethyl-",CC(C)CC(O)CC(C)C,1.659
378,"4-Nonanol, 2,8-dimethyl-6-isobutyl-",CC(C)CC(O)CC(CC(C)C)CC(C)C,1.155
379,"Butyraldehyde, 3-methyl-",CC(C)CC=O,1.187
380,"Benzeneacetic acid, alpha-methyl-4-(2-methylpropyl)-, 2-pyridinylmethyl ester",CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,2.315
381,"Benzeneacetic acid, alpha-methyl-4-(2-methylpropyl)-",CC(C)Cc1ccc(C(C)C(=O)O)cc1,2.511
382,"2-Hexanone, 5-methyl-",CC(=O)CCC(C)C,1.5519999999999998
383,Isohexanoic acid (mixed isomers),CC(C)CCC(=O)O,1.753
384,"Valeraldehyde, 4-methyl-",CC(C)CCC=O,1.248
385,"9,10-Secocholesta-5,7,10(19)-trien-3-ol, (3beta,5Z,7E)-",C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,3.962
386,"2,4-Dodecadienoic acid, 3,7,11-trimethyl-, 2-propynyl ester",C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,1.751
387,"Propanoic acid, 2-(4-chlorophenoxy)-2-methyl-, 3,4-dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-2H-1-benzopyran-6-yl ester, (2R(4R,8R))-",Cc1c(C)c2c(c(C)c1OC(=O)C(C)(C)Oc1ccc(Cl)cc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,1.621
388,"(1)-1,5-Dimethylhexylamine",CC(C)CCCC(C)N,2.381
389,"1-Octanol, 7-methyl-",CC(C)CCCCCCO,1.685
390,"1-Heptanamine, 6-methyl-N,N-bis(6-methylheptyl)-",CC(C)CCCCCN(CCCCCC(C)C)CCCCCC(C)C,2.339
391,"Pentanol, 4-methyl-",CC(C)CCCO,1.196
392,Isopentyl alcohol (8CI),CC(C)CCO,1.831
393,"Isopentyl alcohol, benzoate (6CI,8CI)",CC(C)CCOC(=O)c1ccccc1,1.482
394,"1-Butanol, 3-methyl-, acetate",CC(=O)OCCC(C)C,0.894
395,"1-Pentanol, 2-(isopentyloxy)-4-methyl-",CC(C)CCOC(CO)CC(C)C,1.5419999999999998
396,"1-Butanol, 3-methyl-, formate",CC(C)CCOC=O,1.072
397,"Nitrous acid, 3-methylbutyl ester",CC(C)CCON=O,2.365
398,Tris-(3-methylbutyl)phosphine,CC(C)CCP(CCC(C)C)CCC(C)C,2.039
399,"1-Propanamine, 2-methyl-",CC(C)CN,2.506
400,"1H-Pyrazole-5-acetic acid, 1-(2-methylpropyl)-3,4-diphenyl-",CC(C)Cn1nc(-c2ccccc2)c(-c2ccccc2)c1CC(=O)O,3.862
401,"1-Propanamine, 2-methyl-N-(2-methylpropyl)-",CC(C)CNCC(C)C,2.7
402,"1-Propanol, 2-methyl-",CC(C)CO,1.479
403,"2-Propenoic acid, 2-methylpropyl ester",C=CC(=O)OCC(C)C,1.258
404,"2-Butenedioic acid (E)-, bis(2-methylpropyl) ester (9CI)",CC(C)COC(=O)C=CC(=O)OCC(C)C,1.449
405,"1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester",CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,1.268
406,"Benzoic acid, 2-hydroxy-, 2-methylpropyl ester",CC(C)COC(=O)c1ccccc1O,2.095
407,"2-Furanpropanoic acid, 2-methylpropyl ester",CC(C)COC(=O)CCc1ccco1,2.003
408,"Acetic acid, 2-methylpropyl ester",CC(=O)OCC(C)C,0.938
409,"Propane, 1-(ethenyloxy)-2-methyl-",C=COCC(C)C,0.77
410,"Nitrous acid, 2-methylpropyl ester",CC(C)CON=O,2.401
411,"Phosphonodithioic acid, methyl-, O-isobutyl ester, S-ester with N-(mercaptomethyl)phthalimide",CC(C)COP(C)(=S)SCN1C(=O)c2ccccc2C1=O,3.968
412,2-Aminopropane,CC(C)N,1.858
413,"Propane, 2-nitro-",CC(C)[N+](=O)[O-],2.093
414,"Acetamide, 2-chloro-N-(1-methylethyl)-N-phenyl-",CC(C)N(C(=O)CCl)c1ccccc1,2.474
415,"Carbamothioic acid, bis(1-methylethyl)-, S-(2,3,3-trichloro-2-propenyl) ester",CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,2.5810000000000004
416,"Carbamic acid, diisopropylthio-, S-(2,3-dichloroallyl) ester",CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,2.835
417,"2-Pyridineacetamide, alpha-(2-(bis(1-methylethyl)amino)ethyl)-alpha-phenyl-",CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,3.008
418,"Ethanol, 2-(bis(1-methylethyl)amino)-",CC(C)N(CCO)C(C)C,2.133
419,"Diethylamine, 1,1'-dimethyl-N-nitroso- (9CI,7CI,8CI)",CC(C)N(N=O)C(C)C,2.185
420,"Phenazine, 3-(p-chloroanilino)-10-(p-chlorophenyl)-2,10-dihydro-2-(isopropylimino)- (8CI)",CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,1.751
421,"1H-2,1,3-Benzothiadiazin-4(3H)-one, 3-(1-methylethyl)-, 2,2-dioxide",CC(C)N1C(=O)c2ccccc2NS1(=O)=O,2.339
422,"2,4(1H,3H)-Pyrimidinedione, 5-bromo-6-methyl-3-(1-methylethyl)- (9CI)",Cc1[nH]c(=O)n(C(C)C)c(=O)c1Br,1.861
423,"Piperazine, 1-(1-methylethyl)- (9CI)",CC(C)N1CCNCC1,1.656
424,"Carbamic acid, dimethyl-, 3-methyl-1-(1-methylethyl)-1H-pyrazol-5-yl ester (9CI)",Cc1cc(OC(=O)N(C)C)n(C(C)C)n1,4.291
425,"(1-Methylethyl)carbamic acid, 1-(4-(4-fluorophenyl)-4-oxobutyl)-4-piperidinyl ester",CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,3.053
426,"Thiourea, N,N'-bis(1-methylethyl)-",CC(C)NC(=S)NC(C)C,2.552
427,"1,4-Benzenediamine, N-(1-methylethyl)-N'-phenyl-",CC(C)Nc1ccc(Nc2ccccc2)cc1,2.497
428,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-bis(1-methylethyl)-",CC(C)Nc1nc(Cl)nc(NC(C)C)n1,1.777
429,"1,3-Benzenediol, 5-(1-hydroxy-2-((1-methylethyl)amino)ethyl)- (9CI)",CC(C)NCC(O)c1cc(O)cc(O)c1,1.797
430,"1,2-Benzenediol, 4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)- (9CI)",CC(C)NCC(O)c1ccc(O)c(O)c1,2.775
431,"2-Naphthalenemethanol, alpha-(((1-methylethyl)amino)methyl)-",CC(C)NCC(O)c1ccc2ccccc2c1,2.406
432,"2-Propanol, 1-((1-methylethyl)amino)-3-(1-naphthalenyloxy)- (9CI)",CC(C)NCC(O)COc1cccc2ccccc12,2.594
433,"2-Propanol, 1-(1H-indol-4-yloxy)-3-((1-methylethyl)amino)-",CC(C)NCC(O)COc1cccc2[nH]ccc12,2.975
434,"Benzeneacetamide, 4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)-",CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,1.948
435,"Acetamide, N-(4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)phenyl)-",CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,1.887
436,"6-Quinolinemethanol, 1,2,3,4-tetrahydro-2-(((1-methylethyl)amino)methyl)-7-nitro-",CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,3.969
437,"1,3-Propanediamine, N'-isopropyl-N,N-dimethyl-",CC(C)NCCCN(C)C,2.045
438,"4-Pyridinecarboxylic acid, 2-(1-methylethyl)hydrazide",CC(C)NNC(=O)c1ccncc1,2.6910000000000003
439,"Acetic acid, (4-chlorophenoxy)-, 2-(1-methylethyl)hydrazide (9CI)",CC(C)NNC(=O)COc1ccc(Cl)cc1,2.645
440,"Phosphoramidothioic acid, N-isopropyl-, O-(2,4,5-trichlorophenyl)ester",CC(C)NP(O)(=S)Oc1cc(Cl)c(Cl)cc1Cl,4.033
441,Isopropyl alcohol,CC(C)O,1.0759999999999998
442,"Propanedioic acid, 1,3-dithiolan-2-ylidene-, bis(1-methylethyl) ester",CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,2.387
443,"Benzeneacetic acid, 4-chloro-alpha-(4-chlorophenyl)-alpha-hydroxy-, 1-methylethyl ester",CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.832
444,"2-Butenedioic acid (E)-, bis(1-methylethyl) ester (9CI)",CC(C)OC(=O)C=CC(=O)OC(C)C,1.79
445,"Benzoic acid, 1-methylethyl ester",CC(C)OC(=O)c1ccccc1,1.644
446,"Heptanoic acid, 7-amino-, isopropyl ester",CC(C)OC(=O)CCCCCCN,1.67
447,"Acetic acid, (2,4-dichlorophenoxy)-, 1-methylethyl ester (9CI)",CC(C)OC(=O)COc1ccc(Cl)cc1Cl,2.846
448,"Carbamic acid, (acetyloxy)phenyl-, 1-methylethyl ester (9CI)",CC(=O)ON(C(=O)OC(C)C)c1ccccc1,1.844
449,"Carbamic acid, (3-chlorophenyl)-, 1-methylethyl ester (9CI)",CC(C)OC(=O)Nc1cccc(Cl)c1,2.251
450,"Carbamic acid, phenyl-, 1-methylethyl ester",CC(C)OC(=O)Nc1ccccc1,2.253
451,"Acetic acid, 1-methylethyl ester",CC(=O)OC(C)C,1.5319999999999998
452,"Propane, 2,2'-oxybis-",CC(C)OC(C)C,1.081
453,"Carbonochloridic acid, 1-methylethyl ester",CC(C)OC(=O)Cl,2.059
454,"1,3,4-Oxadiazol-2(3H)-one, 3-(2,4-dichloro-5-(1-methylethoxy)phenyl)-5-(1,1-dimethylethyl)-",CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1.994
455,"Oxirane, ((1-methylethoxy)methyl)-",CC(C)OCC1CO1,1.442
456,"1-Propanol, 3-(1-methylethoxy)- (9CI)",CC(C)OCCCO,1.47
457,"Ethanol, 2-(1-methylethoxy)-",CC(C)OCCO,1.265
458,"Phosphonothioic acid, (chloromethyl)-, O-isopropyl ester, anhydride with diisopropylphosphate",CC(C)OP(=O)(OC(C)C)OP(=S)(CCl)OC(C)C,4.292
459,"Phosphorothioic acid, S-benzyl O,O-diisopropyl ester",CC(C)OP(=O)(OC(C)C)SCc1ccccc1,2.77
460,"Phosphonodithioic acid, chloromethyl-, S-(p-bromophenyl) o-isopropyl ester",CC(C)OP(=S)(CCl)Sc1ccc(Br)cc1,4.194
461,"Phosphonodithioic acid, (chloromethyl)-, O-(1-methylethyl) S-(4-methylphenyl) ester",Cc1ccc(SP(=S)(CCl)OC(C)C)cc1,3.16
462,"Phosphonodithioic acid, (chloromethyl)-, S-(4-chlorophenyl) O-(1-methylethyl) ester",CC(C)OP(=S)(CCl)Sc1ccc(Cl)cc1,4.084
463,"Phosphonodithioic acid, chloromethyl-, S-(p-fluorophenyl) O-isopropyl ester",CC(C)OP(=S)(CCl)Sc1ccc(F)cc1,3.884
464,"Phosphorodithioic acid, O,O-diisopropyl ester, S-ester with N-(2-mercaptoethyl)benzenesulfonamide",CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,3.1660000000000004
